                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss
                    113,                 1.6721,                0.80277,                 0.8795,              0.0078022,              0.0078022,              0.0078022,                0.94741,                0.52928,                0.73788,                0.43813,                 1.2958,                0.60837,                0.76187
                    114,                 1.6748,                0.80779,                0.88072,              0.0077824,              0.0077824,              0.0077824,                0.94438,                0.50037,                0.72207,                0.42565,                  1.293,                0.60593,                0.76142
                    115,                 1.6904,                0.81842,                0.88926,              0.0077626,              0.0077626,              0.0077626,                0.94606,                0.51964,                0.73238,                0.43366,                 1.2921,                0.60734,                0.76133
                    116,                 1.6856,                0.80986,                0.88221,              0.0077428,              0.0077428,              0.0077428,                0.94716,                0.52607,                0.73627,                0.43556,                 1.2889,                0.60294,                0.76124
                    117,                 1.6727,                0.78626,                0.88012,               0.007723,               0.007723,               0.007723,                0.94722,                0.53298,                0.73987,                 0.4384,                 1.2844,                0.60238,                0.76103
                    118,                 1.6655,                0.79569,                0.88086,              0.0077032,              0.0077032,              0.0077032,                 0.9494,                 0.5386,                0.74313,                  0.439,                 1.2815,                0.60003,                 0.7609
                    119,                 1.7107,                0.82139,                0.88572,              0.0076834,              0.0076834,              0.0076834,                0.94834,                0.52551,                0.73625,                0.43595,                 1.2807,                0.60023,                0.76083
                    120,                 1.6638,                0.79246,                0.88282,              0.0076636,              0.0076636,              0.0076636,                0.94832,                0.52904,                0.73814,                0.43519,                 1.2765,                0.59928,                0.76059
                    121,                 1.6686,                0.79305,                0.88052,              0.0076438,              0.0076438,              0.0076438,                0.95002,                  0.528,                0.73827,                0.43512,                 1.2749,                0.59892,                0.76042
                    122,                  1.653,                0.78745,                0.87873,               0.007624,               0.007624,               0.007624,                0.94843,                0.53459,                 0.7408,                0.43444,                 1.2701,                 0.5949,                0.76003
                    123,                  1.677,                0.79817,                0.88156,              0.0076042,              0.0076042,              0.0076042,                0.94463,                0.53483,                0.74014,                0.43516,                 1.2694,                0.59534,                0.75981
                    124,                 1.6789,                0.79803,                0.88534,              0.0075844,              0.0075844,              0.0075844,                0.94462,                0.53893,                0.74204,                0.43616,                 1.2697,                0.59587,                 0.7594
                    125,                 1.6665,                0.78271,                0.87759,              0.0075646,              0.0075646,              0.0075646,                 0.9441,                0.53251,                0.73887,                0.43554,                 1.2663,                 0.5963,                0.75947
                    126,                 1.6576,                0.78586,                0.88197,              0.0075448,              0.0075448,              0.0075448,                0.94463,                0.53579,                0.74037,                 0.4339,                  1.266,                0.59482,                0.75916
                    127,                  1.661,                0.79254,                0.88306,               0.007525,               0.007525,               0.007525,                 0.9449,                0.53804,                0.74186,                0.43739,                 1.2653,                0.59558,                0.75917
                    128,                 1.6727,                  0.798,                0.88079,              0.0075052,              0.0075052,              0.0075052,                0.94892,                0.54004,                0.74442,                0.43677,                 1.2652,                0.59442,                0.75894
                    129,                 1.6457,                0.77499,                0.88091,              0.0074854,              0.0074854,              0.0074854,                0.94727,                0.54181,                0.74485,                0.43558,                 1.2658,                0.59403,                0.75875
                    130,                 1.6645,                0.78623,                0.87973,              0.0074656,              0.0074656,              0.0074656,                0.94491,                  0.539,                0.74304,                0.43757,                 1.2626,                0.59245,                0.75876
                    131,                 1.6474,                0.77921,                0.87863,              0.0074458,              0.0074458,              0.0074458,                0.94417,                0.53652,                 0.7412,                0.43797,                 1.2634,                0.59165,                0.75862
                    132,                 1.6623,                0.80495,                0.87592,               0.007426,               0.007426,               0.007426,                0.94938,                0.54357,                0.74604,                0.44099,                 1.2609,                0.59069,                0.75833
                    133,                 1.6633,                0.78751,                 0.8817,              0.0074062,              0.0074062,              0.0074062,                0.94625,                0.53538,                0.74097,                0.43891,                 1.2586,                0.59004,                0.75807
                    134,                 1.6605,                0.77949,                0.88307,              0.0073864,              0.0073864,              0.0073864,                 0.9438,                0.53016,                 0.7375,                0.43786,                 1.2572,                0.59134,                 0.7577
                    135,                 1.6603,                0.78223,                0.87909,              0.0073666,              0.0073666,              0.0073666,                0.94241,                0.51586,                0.73016,                0.43368,                 1.2547,                0.59212,                0.75761
                    136,                 1.6463,                0.77189,                0.87941,              0.0073468,              0.0073468,              0.0073468,                0.94565,                0.52944,                0.73763,                0.43945,                 1.2537,                0.59237,                0.75736
                    137,                  1.649,                0.78725,                0.87792,               0.007327,               0.007327,               0.007327,                0.94664,                0.52077,                 0.7335,                0.43758,                 1.2541,                0.59206,                0.75739
                    138,                 1.6534,                0.78445,                0.87319,              0.0073072,              0.0073072,              0.0073072,                 0.9445,                  0.519,                0.73241,                 0.4366,                 1.2512,                 0.5919,                0.75722
                    139,                 1.6505,                0.76796,                0.88164,              0.0072874,              0.0072874,              0.0072874,                0.94656,                0.54077,                0.74379,                0.44314,                 1.2491,                0.58988,                0.75715
                    140,                 1.6739,                0.78567,                0.87662,              0.0072676,              0.0072676,              0.0072676,                0.94755,                0.55434,                0.75062,                0.44767,                 1.2498,                0.58983,                0.75706
                    141,                  1.635,                0.76924,                0.87594,              0.0072478,              0.0072478,              0.0072478,                0.94827,                0.55891,                0.75238,                0.45172,                 1.2499,                0.58883,                  0.757
                    142,                 1.6389,                0.76849,                0.88213,               0.007228,               0.007228,               0.007228,                0.94936,                0.54709,                0.74667,                0.44838,                 1.2493,                0.58901,                0.75687
                    143,                  1.652,                0.78247,                0.87565,              0.0072082,              0.0072082,              0.0072082,                0.94984,                0.54758,                0.74763,                0.44795,                 1.2523,                0.58982,                0.75685
                    144,                 1.6447,                0.77509,                0.87632,              0.0071884,              0.0071884,              0.0071884,                0.94845,                0.53248,                0.73914,                0.43852,                 1.2532,                0.58965,                0.75669
                    145,                 1.6387,                0.75711,                0.87827,              0.0071686,              0.0071686,              0.0071686,                0.94779,                0.52557,                0.73566,                0.43759,                 1.2525,                0.58986,                 0.7568
                    146,                  1.638,                0.78548,                0.87694,              0.0071488,              0.0071488,              0.0071488,                0.94757,                0.52405,                0.73481,                0.43699,                  1.252,                0.59038,                0.75664
                    147,                 1.6333,                 0.7623,                0.87886,               0.007129,               0.007129,               0.007129,                0.94776,                 0.5312,                0.73873,                0.44075,                 1.2555,                 0.5906,                0.75665
                    148,                 1.6465,                0.76646,                0.87202,              0.0071092,              0.0071092,              0.0071092,                0.94944,                0.52992,                0.73849,                0.44248,                 1.2538,                0.59148,                0.75653
                    149,                 1.6194,                0.74297,                0.87196,              0.0070894,              0.0070894,              0.0070894,                0.94707,                0.52687,                0.73666,                0.43948,                 1.2535,                0.59211,                0.75659
                    150,                  1.622,                 0.7626,                0.87114,              0.0070696,              0.0070696,              0.0070696,                0.94688,                0.52349,                0.73466,                0.43891,                 1.2531,                0.59154,                0.75649
                    151,                 1.6471,                 0.7901,                0.87717,              0.0070498,              0.0070498,              0.0070498,                0.94641,                0.51997,                0.73295,                0.43774,                 1.2545,                0.59162,                0.75666
                    152,                 1.6492,                 0.7632,                0.87793,                0.00703,                0.00703,                0.00703,                0.94688,                0.52349,                0.73463,                0.44114,                  1.252,                 0.5915,                0.75658
                    153,                 1.6254,                0.76438,                0.87252,              0.0070102,              0.0070102,              0.0070102,                0.94593,                0.51554,                0.73045,                0.43672,                 1.2538,                0.59084,                0.75655
                    154,                 1.6245,                0.76749,                0.87825,              0.0069904,              0.0069904,              0.0069904,                0.94593,                0.51554,                0.73035,                 0.4363,                 1.2531,                0.59143,                0.75653
                    155,                 1.6565,                0.77081,                0.87894,              0.0069706,              0.0069706,              0.0069706,                0.94642,                0.52069,                0.73338,                0.44111,                  1.253,                0.59081,                0.75659
                    156,                 1.6437,                0.76786,                0.87624,              0.0069508,              0.0069508,              0.0069508,                0.94665,                0.52221,                0.73401,                0.44141,                 1.2514,                0.58994,                0.75664
                    157,                 1.6451,                0.78094,                0.88225,               0.006931,               0.006931,               0.006931,                0.94665,                0.52221,                0.73405,                 0.4419,                 1.2495,                0.58953,                0.75643
                    158,                 1.6309,                0.76813,                0.87597,              0.0069112,              0.0069112,              0.0069112,                0.94688,                0.52325,                0.73456,                0.44015,                 1.2503,                 0.5891,                0.75638
                    159,                  1.638,                0.76708,                0.87325,              0.0068914,              0.0068914,              0.0068914,                0.94688,                0.52349,                 0.7346,                0.44045,                 1.2495,                0.58871,                0.75624
                    160,                 1.6337,                0.75864,                0.87829,              0.0068716,              0.0068716,              0.0068716,                0.94665,                0.52197,                0.73391,                 0.4385,                 1.2486,                0.58806,                0.75619
                    161,                 1.6382,                0.77286,                0.87584,              0.0068518,              0.0068518,              0.0068518,                0.94688,                0.52045,                0.73357,                0.43733,                 1.2481,                0.58877,                0.75611
                    162,                  1.626,                0.76754,                0.87497,               0.006832,               0.006832,               0.006832,                0.94522,                0.52173,                0.73384,                0.43735,                 1.2488,                0.58926,                0.75607
                    163,                 1.6178,                0.75335,                0.87845,              0.0068122,              0.0068122,              0.0068122,                 0.9431,                0.52021,                0.73217,                0.43549,                 1.2484,                0.58879,                0.75612
                    164,                 1.6319,                0.76037,                 0.8778,              0.0067924,              0.0067924,              0.0067924,                0.94284,                0.51869,                0.73142,                0.43404,                 1.2507,                0.58933,                0.75588
                    165,                 1.6312,                0.77533,                 0.8785,              0.0067726,              0.0067726,              0.0067726,                0.94258,                0.51716,                0.73055,                 0.4341,                 1.2516,                  0.589,                0.75593
                    166,                 1.6313,                0.76663,                0.87551,              0.0067528,              0.0067528,              0.0067528,                0.94258,                0.51692,                0.73043,                 0.4341,                 1.2515,                0.58878,                0.75585
                    167,                 1.5879,                0.72237,                0.86761,               0.006733,               0.006733,               0.006733,                0.94015,                 0.5146,                0.72828,                0.43376,                 1.2509,                0.58847,                0.75581
                    168,                 1.5882,                0.74061,                0.86768,              0.0067132,              0.0067132,              0.0067132,                0.94015,                0.51436,                0.72811,                0.43307,                 1.2517,                0.58879,                0.75587
                    169,                 1.6206,                0.76926,                0.87299,              0.0066934,              0.0066934,              0.0066934,                0.94015,                0.51412,                0.72805,                0.43408,                 1.2517,                0.58926,                0.75597
                    170,                  1.629,                0.75146,                0.87428,              0.0066736,              0.0066736,              0.0066736,                0.94258,                0.51716,                0.73056,                0.43437,                 1.2509,                0.58799,                0.75591
                    171,                 1.6119,                0.74519,                0.87087,              0.0066538,              0.0066538,              0.0066538,                0.94258,                0.51716,                0.73053,                0.43327,                 1.2493,                0.58834,                0.75596
                    172,                 1.5997,                0.75652,                0.87475,               0.006634,               0.006634,               0.006634,                0.94231,                 0.5154,                0.72969,                0.43246,                 1.2502,                0.58768,                0.75606
                    173,                 1.6366,                 0.7611,                0.87655,              0.0066142,              0.0066142,              0.0066142,                0.94204,                0.51412,                0.72909,                0.43267,                 1.2497,                 0.5872,                0.75595
                    174,                 1.6292,                 0.7553,                0.87473,              0.0065944,              0.0065944,              0.0065944,                0.94204,                0.51388,                0.72896,                0.43444,                 1.2491,                0.58614,                0.75608
                    175,                 1.6237,                0.77139,                0.87873,              0.0065746,              0.0065746,              0.0065746,                0.94204,                 0.5134,                 0.7288,                0.43501,                 1.2461,                0.58651,                0.75589
                    176,                 1.6123,                0.75144,                0.87351,              0.0065548,              0.0065548,              0.0065548,                0.94204,                0.51364,                0.72888,                0.43387,                 1.2482,                0.58723,                0.75586
                    177,                 1.6163,                 0.7553,                0.87106,               0.006535,               0.006535,               0.006535,                0.94257,                0.51668,                 0.7303,                0.43585,                 1.2473,                 0.5868,                0.75585
                    178,                 1.6231,                0.75045,                0.87644,              0.0065152,              0.0065152,              0.0065152,                0.94042,                0.51516,                0.72854,                0.43467,                 1.2461,                0.58625,                0.75586
                    179,                 1.6214,                0.76663,                0.87391,              0.0064954,              0.0064954,              0.0064954,                0.94014,                 0.5134,                0.72783,                0.43409,                 1.2463,                0.58542,                0.75577
                    180,                 1.6153,                0.76046,                0.87394,              0.0064756,              0.0064756,              0.0064756,                0.93986,                0.51163,                0.72702,                0.43311,                 1.2455,                0.58567,                0.75589
                    181,                 1.6009,                0.74734,                0.87683,              0.0064558,              0.0064558,              0.0064558,                0.94203,                0.51291,                0.72784,                0.43457,                 1.2449,                0.58666,                0.75578
                    182,                 1.6219,                 0.7591,                 0.8765,               0.006436,               0.006436,               0.006436,                0.94269,                0.51934,                0.73129,                0.43714,                 1.2434,                0.58665,                0.75578
                    183,                 1.6241,                0.76289,                0.87771,              0.0064162,              0.0064162,              0.0064162,                 0.9408,                0.51958,                0.73101,                0.43736,                 1.2424,                0.58643,                0.75573
                    184,                  1.618,                0.76058,                0.87472,              0.0063964,              0.0063964,              0.0063964,                 0.9408,                0.51982,                0.73105,                0.44072,                 1.2431,                0.58638,                 0.7558
                    185,                 1.6263,                0.77084,                0.87803,              0.0063766,              0.0063766,              0.0063766,                0.94108,                 0.5211,                0.73173,                0.43998,                 1.2422,                0.58703,                 0.7557
                    186,                 1.6253,                0.76121,                0.87621,              0.0063568,              0.0063568,              0.0063568,                 0.9408,                0.51958,                0.73129,                0.44019,                  1.243,                0.58688,                0.75569
                    187,                  1.635,                 0.7709,                0.87568,               0.006337,               0.006337,               0.006337,                0.94269,                0.51958,                0.73164,                0.44086,                 1.2415,                0.58598,                0.75562
                    188,                 1.6086,                0.75798,                 0.8693,              0.0063172,              0.0063172,              0.0063172,                0.94079,                0.51934,                 0.7311,                0.44071,                 1.2395,                0.58465,                0.75561
                    189,                 1.6026,                0.74905,                0.87458,              0.0062974,              0.0062974,              0.0062974,                0.94079,                 0.5191,                0.73098,                 0.4408,                 1.2397,                0.58499,                0.75552
                    190,                 1.6249,                0.75572,                0.87203,              0.0062776,              0.0062776,              0.0062776,                0.94079,                 0.5191,                0.73097,                0.44119,                 1.2399,                0.58427,                0.75552
                    191,                 1.6238,                0.75839,                0.87354,              0.0062578,              0.0062578,              0.0062578,                0.94139,                0.52552,                0.73458,                0.43909,                 1.2405,                0.58467,                0.75556
                    192,                 1.6231,                 0.7618,                0.87108,               0.006238,               0.006238,               0.006238,                0.94107,                 0.5199,                 0.7316,                0.44092,                 1.2406,                0.58378,                0.75549
                    193,                 1.6128,                0.74059,                0.87552,              0.0062182,              0.0062182,              0.0062182,                0.94107,                0.52014,                0.73168,                0.44308,                 1.2399,                0.58334,                0.75555
                    194,                 1.6259,                0.75588,                0.87347,              0.0061984,              0.0061984,              0.0061984,                 0.9446,                0.51813,                0.73163,                0.44187,                 1.2402,                0.58388,                0.75546
                    195,                 1.6121,                0.75562,                0.87532,              0.0061786,              0.0061786,              0.0061786,                0.94322,                0.50504,                0.72449,                0.43909,                 1.2408,                0.58377,                 0.7555
                    196,                 1.6001,                 0.7438,                0.86983,              0.0061588,              0.0061588,              0.0061588,                0.94322,                0.50504,                0.72457,                0.44009,                 1.2401,                0.58384,                 0.7554
                    197,                 1.6179,                0.74964,                 0.8752,               0.006139,               0.006139,               0.006139,                0.94348,                0.50681,                 0.7255,                0.44071,                 1.2404,                0.58443,                0.75545
                    198,                 1.6173,                0.75151,                 0.8759,              0.0061192,              0.0061192,              0.0061192,                 0.9413,                0.50528,                0.72433,                0.43798,                 1.2386,                0.58344,                0.75546
                    199,                 1.6071,                0.74323,                0.87397,              0.0060994,              0.0060994,              0.0060994,                0.94322,                0.50504,                0.72481,                0.43864,                 1.2389,                 0.5834,                0.75539
                    200,                 1.6153,                0.75667,                0.87216,              0.0060796,              0.0060796,              0.0060796,                0.94157,                0.50632,                 0.7251,                0.43883,                 1.2393,                0.58331,                0.75544
                    201,                 1.5996,                 0.7499,                0.86936,              0.0060598,              0.0060598,              0.0060598,                0.94294,                0.50094,                0.72235,                0.43735,                 1.2374,                0.58342,                0.75541
                    202,                 1.5871,                0.73483,                0.87004,                0.00604,                0.00604,                0.00604,                0.94016,                0.49379,                0.71804,                0.43284,                 1.2359,                0.58325,                0.75532
                    203,                 1.6133,                0.74714,                0.87089,              0.0060202,              0.0060202,              0.0060202,                0.94016,                0.49379,                 0.7179,                0.43284,                 1.2375,                0.58339,                0.75522
                    204,                 1.6061,                0.74321,                0.87622,              0.0060004,              0.0060004,              0.0060004,                0.93989,                0.49203,                0.71701,                0.43144,                 1.2377,                0.58268,                 0.7552
                    205,                 1.6039,                0.74734,                0.87204,              0.0059806,              0.0059806,              0.0059806,                0.94206,                0.49379,                0.71827,                0.43394,                  1.237,                0.58219,                0.75525
                    206,                 1.5988,                0.74022,                0.87027,              0.0059608,              0.0059608,              0.0059608,                0.94016,                0.49379,                0.71796,                0.43249,                 1.2379,                0.58194,                0.75523
                    207,                 1.6041,                 0.7446,                0.86694,               0.005941,               0.005941,               0.005941,                0.94206,                0.49427,                0.71861,                0.43287,                 1.2379,                0.58163,                0.75521
                    208,                 1.5846,                0.74785,                0.86753,              0.0059212,              0.0059212,              0.0059212,                0.94016,                0.49403,                0.71794,                0.43244,                 1.2369,                0.58044,                0.75526
                    209,                 1.6012,                0.73836,                0.86921,              0.0059014,              0.0059014,              0.0059014,                0.94016,                0.49379,                 0.7179,                0.43236,                 1.2381,                0.58049,                0.75515
                    210,                 1.5928,                0.74149,                0.87041,              0.0058816,              0.0058816,              0.0058816,                0.94206,                0.49379,                0.71819,                0.43288,                 1.2381,                0.58031,                0.75535
                    211,                 1.5992,                0.73881,                 0.8731,              0.0058618,              0.0058618,              0.0058618,                0.94016,                0.49379,                 0.7179,                0.43237,                  1.237,                 0.5801,                0.75532
                    212,                 1.5981,                0.73147,                0.87189,               0.005842,               0.005842,               0.005842,                0.94205,                0.49355,                0.71816,                 0.4325,                 1.2388,                0.58067,                0.75527
                    213,                 1.6141,                0.73923,                0.87168,              0.0058222,              0.0058222,              0.0058222,                0.94016,                0.49355,                0.71733,                0.43153,                 1.2376,                 0.5796,                0.75534
                    214,                 1.5916,                0.73255,                 0.8744,              0.0058024,              0.0058024,              0.0058024,                0.94016,                0.49355,                0.71753,                0.43188,                 1.2387,                0.57925,                0.75543
                    215,                 1.5769,                 0.7324,                0.87058,              0.0057826,              0.0057826,              0.0057826,                0.94016,                0.49355,                 0.7177,                0.43176,                 1.2385,                0.57921,                0.75536
                    216,                 1.5985,                0.73832,                0.87012,              0.0057628,              0.0057628,              0.0057628,                0.94016,                0.49355,                0.71761,                0.43134,                 1.2389,                0.57868,                 0.7554
                    217,                  1.587,                 0.7283,                 0.8735,               0.005743,               0.005743,               0.005743,                0.94205,                0.49355,                0.71779,                 0.4312,                 1.2377,                0.57781,                0.75528
                    218,                 1.6127,                0.74664,                0.87309,              0.0057232,              0.0057232,              0.0057232,                0.94082,                0.48512,                0.71367,                0.43032,                 1.2378,                0.57805,                0.75515
                    219,                 1.5868,                0.73353,                0.86978,              0.0057034,              0.0057034,              0.0057034,                0.94082,                0.48488,                0.71345,                0.43036,                 1.2374,                0.57805,                0.75516
                    220,                 1.5923,                0.72905,                0.87425,              0.0056836,              0.0056836,              0.0056836,                0.93891,                0.48439,                  0.713,                0.43046,                  1.237,                0.57765,                0.75516
                    221,                 1.5877,                0.72678,                0.86956,              0.0056638,              0.0056638,              0.0056638,                0.93939,                0.48439,                0.71305,                 0.4303,                 1.2374,                 0.5778,                0.75506
                    222,                 1.5835,                0.73134,                0.87302,               0.005644,               0.005644,               0.005644,                0.93965,                0.48592,                0.71392,                0.43109,                  1.237,                0.57792,                0.75506
                    223,                 1.5868,                0.72881,                0.87287,              0.0056242,              0.0056242,              0.0056242,                0.94348,                0.48592,                0.71466,                0.43152,                 1.2366,                0.57702,                0.75509
                    224,                 1.5823,                0.72379,                0.87064,              0.0056044,              0.0056044,              0.0056044,                0.94347,                0.48543,                0.71396,                0.43136,                 1.2359,                0.57635,                0.75503
                    225,                 1.5766,                0.72996,                0.87035,              0.0055846,              0.0055846,              0.0055846,                0.94238,                0.47853,                0.71034,                0.43022,                 1.2362,                0.57591,                0.75515
                    226,                 1.5663,                0.71843,                0.86787,              0.0055648,              0.0055648,              0.0055648,                0.94238,                0.47877,                0.71037,                0.42998,                 1.2353,                0.57564,                0.75502
